imie,nazwisko,miasto,ulica,nr_domu,nr_mieszkania
Amelia,Nijak,Plonsk,Starsza,47,89
Amelia,Jakios,Chelmno,Nowsza,66,52
Bartek,Jakios,Bydgoszcz,Starsza,63,79
Jan,Abac,Warszawa,Nowa,72,91
Bartek,Nowak,Bydgoszcz,Stara,30,55
Kamil,Jakios,Chelmno,Nowsza,82,108
Amelia,Nijak,Plonsk,Starsza,74,2
Amelia,Nijak,Bydgoszcz,Stara,31,38
Bartek,Nowak,Bydgoszcz,Stara,56,141
Kamil,Jakios,Chelmno,Nowsza,5,31
Amelia,Nijak,Plonsk,Starsza,24,29
Amelia,Nowak,Chelmno,Starsza,98,79
Kamil,Nijak,Bydgoszcz,Nowsza,39,128
Jan,Abac,Warszawa,Nowa,16,24
Bartek,Nowak,Bydgoszcz,Stara,31,30
Kamil,Jakios,Chelmno,Nowsza,6,134
Amelia,Nijak,Plonsk,Starsza,74,30
Jan,Abac,Bydgoszcz,Starsza,97,88
Bartek,Nowak,Bydgoszcz,Stara,64,149
Kamil,Jakios,Chelmno,Nowsza,35,4
Amelia,Nijak,Plonsk,Starsza,86,111
Kamil,Nijak,Chelmno,Nowa,28,42
Bartek,Abac,Plonsk,Starsza,59,43
Jan,Abac,Warszawa,Nowa,55,49
Bartek,Nowak,Bydgoszcz,Stara,24,86
Kamil,Jakios,Chelmno,Nowsza,34,32
Amelia,Nijak,Plonsk,Starsza,70,123
Amelia,Jakios,Chelmno,Stara,70,23
Bartek,Nowak,Bydgoszcz,Stara,24,107
Kamil,Jakios,Chelmno,Nowsza,91,91
Amelia,Nijak,Plonsk,Starsza,4,113
Bartek,Jakios,Plonsk,Nowa,90,112
Bartek,Nowak,Warszawa,Stara,28,96
Jan,Abac,Warszawa,Nowa,47,144
Bartek,Nowak,Bydgoszcz,Stara,42,95
Kamil,Jakios,Chelmno,Nowsza,34,69
Amelia,Nijak,Plonsk,Starsza,14,141
Jan,Nowak,Chelmno,Stara,20,108
Bartek,Nowak,Bydgoszcz,Stara,96,78
Kamil,Jakios,Chelmno,Nowsza,55,74
Amelia,Nijak,Plonsk,Starsza,38,102
Bartek,Abac,Chelmno,Starsza,71,146
Amelia,Nowak,Warszawa,Nowsza,30,17
Jan,Abac,Warszawa,Nowa,82,108
Bartek,Nowak,Bydgoszcz,Stara,96,43
Kamil,Jakios,Chelmno,Nowsza,73,57
Amelia,Nijak,Plonsk,Starsza,28,11
Amelia,Abac,Plonsk,Starsza,15,137
Bartek,Nowak,Bydgoszcz,Stara,56,50
Kamil,Jakios,Chelmno,Nowsza,76,76
Amelia,Nijak,Plonsk,Starsza,17,146
Bartek,Jakios,Warszawa,Starsza,42,87
Bartek,Jakios,Warszawa,Nowa,40,19
Jan,Abac,Warszawa,Nowa,50,117
Bartek,Nowak,Bydgoszcz,Stara,67,16
Kamil,Jakios,Chelmno,Nowsza,79,25
Amelia,Nijak,Plonsk,Starsza,35,98
Amelia,Jakios,Bydgoszcz,Nowsza,16,55
Bartek,Nowak,Bydgoszcz,Stara,95,27
Kamil,Jakios,Chelmno,Nowsza,91,25
Amelia,Nijak,Plonsk,Starsza,47,51
Bartek,Nijak,Warszawa,Starsza,43,38
Amelia,Abac,Chelmno,Nowsza,15,56
Jan,Abac,Warszawa,Nowa,31,129
Bartek,Nowak,Bydgoszcz,Stara,56,122
Kamil,Jakios,Chelmno,Nowsza,16,82
Amelia,Nijak,Plonsk,Starsza,10,125
Jan,Nijak,Bydgoszcz,Nowa,66,25
Bartek,Nowak,Bydgoszcz,Stara,75,39
Kamil,Jakios,Chelmno,Nowsza,81,89
Amelia,Nijak,Plonsk,Starsza,99,28
Bartek,Nowak,Chelmno,Nowa,94,147
Bartek,Nowak,Warszawa,Starsza,2,121
Jan,Abac,Warszawa,Nowa,33,51
Bartek,Nowak,Bydgoszcz,Stara,69,7
Kamil,Jakios,Chelmno,Nowsza,62,52
Amelia,Nijak,Plonsk,Starsza,100,108
Amelia,Nijak,Bydgoszcz,Starsza,89,41
Bartek,Nowak,Bydgoszcz,Stara,99,82
Kamil,Jakios,Chelmno,Nowsza,98,5
Amelia,Nijak,Plonsk,Starsza,34,29
Bartek,Nijak,Chelmno,Starsza,39,99
Bartek,Nowak,Bydgoszcz,Starsza,62,14
Jan,Abac,Warszawa,Nowa,7,15
Bartek,Nowak,Bydgoszcz,Stara,23,101
Kamil,Jakios,Chelmno,Nowsza,17,77
Amelia,Nijak,Plonsk,Starsza,93,87
Bartek,Abac,Plonsk,Stara,68,126
Bartek,Nowak,Bydgoszcz,Stara,16,111
Kamil,Jakios,Chelmno,Nowsza,32,83
Amelia,Nijak,Plonsk,Starsza,32,52
Kamil,Jakios,Bydgoszcz,Nowa,56,29
Bartek,Jakios,Plonsk,Starsza,44,19
Jan,Abac,Warszawa,Nowa,7,16
Bartek,Nowak,Bydgoszcz,Stara,50,19
Kamil,Jakios,Chelmno,Nowsza,54,75
Amelia,Nijak,Plonsk,Starsza,24,71
Bartek,Jakios,Plonsk,Stara,28,5
Bartek,Nowak,Bydgoszcz,Stara,91,102
Kamil,Jakios,Chelmno,Nowsza,47,20
Amelia,Nijak,Plonsk,Starsza,93,118
Bartek,Nowak,Plonsk,Nowsza,44,104
Bartek,Nijak,Plonsk,Starsza,4,72
Jan,Abac,Warszawa,Nowa,61,6
Bartek,Nowak,Bydgoszcz,Stara,14,111
Kamil,Jakios,Chelmno,Nowsza,92,66
Amelia,Nijak,Plonsk,Starsza,36,77
Jan,Jakios,Chelmno,Starsza,62,53
Bartek,Nowak,Bydgoszcz,Stara,47,119
Kamil,Jakios,Chelmno,Nowsza,11,75
Amelia,Nijak,Plonsk,Starsza,74,46
Jan,Nowak,Plonsk,Nowsza,8,81
Amelia,Nijak,Plonsk,Nowa,22,134
Jan,Abac,Warszawa,Nowa,75,31
Bartek,Nowak,Bydgoszcz,Stara,40,103
Kamil,Jakios,Chelmno,Nowsza,70,25
Amelia,Nijak,Plonsk,Starsza,67,32
Amelia,Nowak,Warszawa,Starsza,14,124
Bartek,Nowak,Bydgoszcz,Stara,20,76
Kamil,Jakios,Chelmno,Nowsza,16,80
Amelia,Nijak,Plonsk,Starsza,25,90
Bartek,Jakios,Chelmno,Nowa,40,22
Jan,Jakios,Chelmno,Starsza,41,64
Jan,Abac,Warszawa,Nowa,92,101
Bartek,Nowak,Bydgoszcz,Stara,30,141
Kamil,Jakios,Chelmno,Nowsza,83,146
Amelia,Nijak,Plonsk,Starsza,44,22
Kamil,Abac,Plonsk,Nowa,12,35
Bartek,Nowak,Bydgoszcz,Stara,53,136
Kamil,Jakios,Chelmno,Nowsza,41,39
Amelia,Nijak,Plonsk,Starsza,7,35
Jan,Nowak,Warszawa,Starsza,40,79
Bartek,Jakios,Plonsk,Stara,88,65
Jan,Abac,Warszawa,Nowa,77,88
Bartek,Nowak,Bydgoszcz,Stara,83,65
Kamil,Jakios,Chelmno,Nowsza,25,50
Amelia,Nijak,Plonsk,Starsza,49,99
Kamil,Abac,Chelmno,Starsza,6,129
Bartek,Nowak,Bydgoszcz,Stara,84,9
Kamil,Jakios,Chelmno,Nowsza,56,42
Amelia,Nijak,Plonsk,Starsza,73,63
Bartek,Nowak,Warszawa,Nowsza,43,28
Bartek,Abac,Warszawa,Nowsza,10,15
Jan,Abac,Warszawa,Nowa,42,33
Bartek,Nowak,Bydgoszcz,Stara,19,134
Kamil,Jakios,Chelmno,Nowsza,37,66
Amelia,Nijak,Plonsk,Starsza,64,66
Amelia,Nowak,Chelmno,Nowsza,92,117
Bartek,Nowak,Bydgoszcz,Stara,36,24
Kamil,Jakios,Chelmno,Nowsza,76,74
Amelia,Nijak,Plonsk,Starsza,36,123
Kamil,Nowak,Plonsk,Nowsza,84,17
Jan,Nijak,Bydgoszcz,Nowa,9,114
Jan,Abac,Warszawa,Nowa,63,28
Bartek,Nowak,Bydgoszcz,Stara,39,149
Kamil,Jakios,Chelmno,Nowsza,52,108
Amelia,Nijak,Plonsk,Starsza,26,75
Jan,Jakios,Warszawa,Nowa,18,141
Bartek,Nowak,Bydgoszcz,Stara,66,81
Kamil,Jakios,Chelmno,Nowsza,19,104
Amelia,Nijak,Plonsk,Starsza,43,68
Jan,Nijak,Warszawa,Starsza,58,143
Kamil,Nowak,Chelmno,Starsza,81,35
Jan,Abac,Warszawa,Nowa,47,81
Bartek,Nowak,Bydgoszcz,Stara,35,104
Kamil,Jakios,Chelmno,Nowsza,59,63
Amelia,Nijak,Plonsk,Starsza,55,28
Amelia,Jakios,Warszawa,Nowa,31,71
Bartek,Nowak,Bydgoszcz,Stara,83,147
Kamil,Jakios,Chelmno,Nowsza,41,57
Amelia,Nijak,Plonsk,Starsza,19,58
Kamil,Abac,Bydgoszcz,Stara,95,57
Jan,Nowak,Warszawa,Stara,29,87
Jan,Abac,Warszawa,Nowa,98,78
Bartek,Nowak,Bydgoszcz,Stara,97,8
Kamil,Jakios,Chelmno,Nowsza,64,8
Amelia,Nijak,Plonsk,Starsza,90,66
Kamil,Nowak,Plonsk,Nowsza,75,29
Bartek,Nowak,Bydgoszcz,Stara,57,53
Kamil,Jakios,Chelmno,Nowsza,52,133
Amelia,Nijak,Plonsk,Starsza,22,100
Kamil,Nowak,Bydgoszcz,Nowa,86,77
Amelia,Abac,Chelmno,Nowa,62,125
Jan,Abac,Warszawa,Nowa,94,127
Bartek,Nowak,Bydgoszcz,Stara,76,72
Kamil,Jakios,Chelmno,Nowsza,41,114
Amelia,Nijak,Plonsk,Starsza,50,72
Kamil,Jakios,Bydgoszcz,Stara,50,61
Bartek,Nowak,Bydgoszcz,Stara,78,57
Kamil,Jakios,Chelmno,Nowsza,94,148
Amelia,Nijak,Plonsk,Starsza,28,36
Jan,Jakios,Plonsk,Stara,74,111
Kamil,Jakios,Bydgoszcz,Nowsza,88,125
Jan,Abac,Warszawa,Nowa,98,49
Bartek,Nowak,Bydgoszcz,Stara,43,83
Kamil,Jakios,Chelmno,Nowsza,56,102
Amelia,Nijak,Plonsk,Starsza,17,80
Jan,Nowak,Bydgoszcz,Nowa,51,85
Bartek,Nowak,Bydgoszcz,Stara,50,84
Kamil,Jakios,Chelmno,Nowsza,87,144
Amelia,Nijak,Plonsk,Starsza,47,17
Kamil,Abac,Bydgoszcz,Starsza,37,146
Bartek,Nowak,Bydgoszcz,Starsza,1,19
Jan,Abac,Warszawa,Nowa,14,133
Bartek,Nowak,Bydgoszcz,Stara,94,28
Kamil,Jakios,Chelmno,Nowsza,12,53
Amelia,Nijak,Plonsk,Starsza,41,88
Kamil,Abac,Plonsk,Nowsza,27,60
Bartek,Nowak,Bydgoszcz,Stara,24,138
Kamil,Jakios,Chelmno,Nowsza,17,4
Amelia,Nijak,Plonsk,Starsza,90,11
Kamil,Nijak,Plonsk,Stara,25,16
Amelia,Nijak,Plonsk,Nowa,55,32
Jan,Abac,Warszawa,Nowa,11,137
Bartek,Nowak,Bydgoszcz,Stara,70,110
Kamil,Jakios,Chelmno,Nowsza,96,31
Amelia,Nijak,Plonsk,Starsza,14,3
Kamil,Nowak,Plonsk,Stara,14,40
Bartek,Nowak,Bydgoszcz,Stara,30,77
Kamil,Jakios,Chelmno,Nowsza,11,29
Amelia,Nijak,Plonsk,Starsza,62,97
Amelia,Nowak,Plonsk,Nowa,86,40
Jan,Nijak,Chelmno,Starsza,18,105
Jan,Abac,Warszawa,Nowa,16,55
Bartek,Nowak,Bydgoszcz,Stara,75,19
Kamil,Jakios,Chelmno,Nowsza,41,13
Amelia,Nijak,Plonsk,Starsza,85,114
Kamil,Jakios,Warszawa,Nowsza,23,115
Bartek,Nowak,Bydgoszcz,Stara,6,80
Kamil,Jakios,Chelmno,Nowsza,33,36
Amelia,Nijak,Plonsk,Starsza,71,30
Kamil,Nijak,Chelmno,Stara,65,71
Jan,Abac,Warszawa,Nowsza,90,93
Jan,Abac,Warszawa,Nowa,61,2
Bartek,Nowak,Bydgoszcz,Stara,11,115
Kamil,Jakios,Chelmno,Nowsza,49,74
Amelia,Nijak,Plonsk,Starsza,49,16
Kamil,Jakios,Chelmno,Nowa,87,103
Bartek,Nowak,Bydgoszcz,Stara,65,11
Kamil,Jakios,Chelmno,Nowsza,83,12
Amelia,Nijak,Plonsk,Starsza,26,13
Jan,Nijak,Bydgoszcz,Stara,84,113
Bartek,Nowak,Warszawa,Nowa,20,92
Jan,Abac,Warszawa,Nowa,92,19
Bartek,Nowak,Bydgoszcz,Stara,92,45
Kamil,Jakios,Chelmno,Nowsza,31,74
Amelia,Nijak,Plonsk,Starsza,36,12
Amelia,Abac,Bydgoszcz,Stara,55,24
Bartek,Nowak,Bydgoszcz,Stara,67,84
Kamil,Jakios,Chelmno,Nowsza,96,86
Amelia,Nijak,Plonsk,Starsza,45,105
Bartek,Nowak,Warszawa,Stara,18,6
Amelia,Abac,Plonsk,Nowa,41,51
Jan,Abac,Warszawa,Nowa,77,27
Bartek,Nowak,Bydgoszcz,Stara,24,92
Kamil,Jakios,Chelmno,Nowsza,1,1
Amelia,Nijak,Plonsk,Starsza,92,26
Jan,Nowak,Plonsk,Nowsza,50,46
Bartek,Nowak,Bydgoszcz,Stara,21,74
Kamil,Jakios,Chelmno,Nowsza,96,137
Amelia,Nijak,Plonsk,Starsza,95,120
Amelia,Nijak,Warszawa,Stara,23,136
Bartek,Nowak,Bydgoszcz,Nowsza,23,29
Jan,Abac,Warszawa,Nowa,53,91
Bartek,Nowak,Bydgoszcz,Stara,46,88
Kamil,Jakios,Chelmno,Nowsza,60,85
Amelia,Nijak,Plonsk,Starsza,62,144
Bartek,Nijak,Warszawa,Nowsza,74,140
Bartek,Nowak,Bydgoszcz,Stara,7,45
Kamil,Jakios,Chelmno,Nowsza,24,59
Amelia,Nijak,Plonsk,Starsza,13,89
Amelia,Nowak,Plonsk,Stara,19,77
Kamil,Nijak,Bydgoszcz,Nowa,15,41
Jan,Abac,Warszawa,Nowa,6,147
Bartek,Nowak,Bydgoszcz,Stara,81,17
Kamil,Jakios,Chelmno,Nowsza,97,17
Amelia,Nijak,Plonsk,Starsza,19,125
Bartek,Jakios,Warszawa,Nowsza,47,77
Bartek,Nowak,Bydgoszcz,Stara,28,34
Kamil,Jakios,Chelmno,Nowsza,71,76
Amelia,Nijak,Plonsk,Starsza,10,113
Bartek,Nowak,Warszawa,Nowsza,85,103
Kamil,Nowak,Warszawa,Starsza,3,93
Jan,Abac,Warszawa,Nowa,84,115
Bartek,Nowak,Bydgoszcz,Stara,7,78
Kamil,Jakios,Chelmno,Nowsza,4,60
Amelia,Nijak,Plonsk,Starsza,68,146
Amelia,Abac,Warszawa,Nowsza,64,58
Bartek,Nowak,Bydgoszcz,Stara,80,65
Kamil,Jakios,Chelmno,Nowsza,81,48
Amelia,Nijak,Plonsk,Starsza,82,46
Kamil,Abac,Bydgoszcz,Stara,5,142
Jan,Nowak,Warszawa,Nowsza,61,147
Jan,Abac,Warszawa,Nowa,37,10
Bartek,Nowak,Bydgoszcz,Stara,62,40
Kamil,Jakios,Chelmno,Nowsza,37,99
Amelia,Nijak,Plonsk,Starsza,3,123
Amelia,Jakios,Plonsk,Stara,10,127
Bartek,Nowak,Bydgoszcz,Stara,34,149
Kamil,Jakios,Chelmno,Nowsza,95,33
Amelia,Nijak,Plonsk,Starsza,16,11
Jan,Jakios,Plonsk,Nowa,78,40
Bartek,Nijak,Plonsk,Stara,80,141
Jan,Abac,Warszawa,Nowa,77,30
Bartek,Nowak,Bydgoszcz,Stara,21,55
Kamil,Jakios,Chelmno,Nowsza,49,83
Amelia,Nijak,Plonsk,Starsza,26,7
Kamil,Jakios,Warszawa,Nowsza,72,125
Bartek,Nowak,Bydgoszcz,Stara,9,35
Kamil,Jakios,Chelmno,Nowsza,93,3
Amelia,Nijak,Plonsk,Starsza,84,42
Jan,Nijak,Warszawa,Nowsza,57,19
Amelia,Nowak,Warszawa,Nowsza,98,146
Jan,Abac,Warszawa,Nowa,49,142
Bartek,Nowak,Bydgoszcz,Stara,45,47
Kamil,Jakios,Chelmno,Nowsza,67,74
Amelia,Nijak,Plonsk,Starsza,81,137
Jan,Jakios,Chelmno,Starsza,70,28
Bartek,Nowak,Bydgoszcz,Stara,12,83
Kamil,Jakios,Chelmno,Nowsza,22,92
Amelia,Nijak,Plonsk,Starsza,13,144
Bartek,Jakios,Chelmno,Nowsza,9,147
Amelia,Nowak,Bydgoszcz,Nowsza,63,122
Jan,Abac,Warszawa,Nowa,78,9
Bartek,Nowak,Bydgoszcz,Stara,9,59
Kamil,Jakios,Chelmno,Nowsza,88,17
Amelia,Nijak,Plonsk,Starsza,66,81
Amelia,Nowak,Chelmno,Nowa,79,15
Bartek,Nowak,Bydgoszcz,Stara,59,63
Kamil,Jakios,Chelmno,Nowsza,24,55
Amelia,Nijak,Plonsk,Starsza,18,28
Bartek,Jakios,Warszawa,Starsza,88,42
Amelia,Nowak,Warszawa,Nowa,38,32
Jan,Abac,Warszawa,Nowa,42,65
Bartek,Nowak,Bydgoszcz,Stara,18,135
Kamil,Jakios,Chelmno,Nowsza,90,37
Amelia,Nijak,Plonsk,Starsza,86,71
Jan,Nowak,Bydgoszcz,Nowa,94,14
Bartek,Nowak,Bydgoszcz,Stara,36,15
Kamil,Jakios,Chelmno,Nowsza,25,56
Amelia,Nijak,Plonsk,Starsza,72,70
Amelia,Abac,Bydgoszcz,Nowa,38,82
Amelia,Jakios,Plonsk,Nowsza,98,150
Jan,Abac,Warszawa,Nowa,82,61
Bartek,Nowak,Bydgoszcz,Stara,68,127
Kamil,Jakios,Chelmno,Nowsza,58,112
Amelia,Nijak,Plonsk,Starsza,51,38
Bartek,Nowak,Bydgoszcz,Starsza,40,98
Bartek,Nowak,Bydgoszcz,Stara,79,27
Kamil,Jakios,Chelmno,Nowsza,55,93
Amelia,Nijak,Plonsk,Starsza,87,38
Kamil,Nijak,Warszawa,Nowsza,85,106
Kamil,Nowak,Plonsk,Starsza,77,66
Jan,Abac,Warszawa,Nowa,91,122
Bartek,Nowak,Bydgoszcz,Stara,38,10
Kamil,Jakios,Chelmno,Nowsza,62,47
Amelia,Nijak,Plonsk,Starsza,26,28
Jan,Jakios,Bydgoszcz,Stara,50,62
Bartek,Nowak,Bydgoszcz,Stara,51,88
Kamil,Jakios,Chelmno,Nowsza,24,106
Amelia,Nijak,Plonsk,Starsza,5,54
Bartek,Abac,Plonsk,Nowsza,43,105
Jan,Abac,Warszawa,Nowa,20,37
Jan,Abac,Warszawa,Nowa,60,35
Bartek,Nowak,Bydgoszcz,Stara,23,124
Kamil,Jakios,Chelmno,Nowsza,46,25
Amelia,Nijak,Plonsk,Starsza,55,45
Amelia,Nowak,Bydgoszcz,Nowsza,56,37
Bartek,Nowak,Bydgoszcz,Stara,84,119
Kamil,Jakios,Chelmno,Nowsza,32,130
Amelia,Nijak,Plonsk,Starsza,51,56
Amelia,Nowak,Warszawa,Nowa,77,39
Kamil,Jakios,Warszawa,Nowsza,5,10
Jan,Abac,Warszawa,Nowa,2,45
Bartek,Nowak,Bydgoszcz,Stara,50,58
Kamil,Jakios,Chelmno,Nowsza,96,36
Amelia,Nijak,Plonsk,Starsza,64,114
Bartek,Jakios,Plonsk,Nowa,29,12
Bartek,Nowak,Bydgoszcz,Stara,100,19
Kamil,Jakios,Chelmno,Nowsza,95,144
Amelia,Nijak,Plonsk,Starsza,30,51
Bartek,Abac,Bydgoszcz,Stara,18,108
Amelia,Jakios,Warszawa,Nowsza,86,127
Jan,Abac,Warszawa,Nowa,32,139
Bartek,Nowak,Bydgoszcz,Stara,35,145
Kamil,Jakios,Chelmno,Nowsza,52,76
Amelia,Nijak,Plonsk,Starsza,78,35
Jan,Jakios,Bydgoszcz,Nowa,91,147
Bartek,Nowak,Bydgoszcz,Stara,26,149
Kamil,Jakios,Chelmno,Nowsza,68,57
Amelia,Nijak,Plonsk,Starsza,55,41
Amelia,Jakios,Plonsk,Stara,50,64
Bartek,Jakios,Plonsk,Starsza,66,14
Jan,Abac,Warszawa,Nowa,98,80
Bartek,Nowak,Bydgoszcz,Stara,42,62
Kamil,Jakios,Chelmno,Nowsza,84,143
Amelia,Nijak,Plonsk,Starsza,74,126
Bartek,Jakios,Bydgoszcz,Stara,10,17
Bartek,Nowak,Bydgoszcz,Stara,10,122
Kamil,Jakios,Chelmno,Nowsza,42,60
Amelia,Nijak,Plonsk,Starsza,24,106
Amelia,Jakios,Plonsk,Nowa,61,143
Amelia,Abac,Plonsk,Nowsza,72,23
Jan,Abac,Warszawa,Nowa,92,150
Bartek,Nowak,Bydgoszcz,Stara,55,5
Kamil,Jakios,Chelmno,Nowsza,70,67
Amelia,Nijak,Plonsk,Starsza,17,55
Kamil,Nijak,Chelmno,Nowsza,37,47
Bartek,Nowak,Bydgoszcz,Stara,75,149
Kamil,Jakios,Chelmno,Nowsza,56,142
Amelia,Nijak,Plonsk,Starsza,10,127
Bartek,Nowak,Warszawa,Starsza,31,11
Kamil,Abac,Warszawa,Nowa,16,17
Jan,Abac,Warszawa,Nowa,54,58
Bartek,Nowak,Bydgoszcz,Stara,13,130
Kamil,Jakios,Chelmno,Nowsza,54,47
Amelia,Nijak,Plonsk,Starsza,47,61
Amelia,Jakios,Chelmno,Starsza,85,52
Bartek,Nowak,Bydgoszcz,Stara,8,104
Kamil,Jakios,Chelmno,Nowsza,61,56
Amelia,Nijak,Plonsk,Starsza,82,95
Kamil,Nijak,Warszawa,Nowsza,81,50
Jan,Nijak,Bydgoszcz,Stara,21,150
Jan,Abac,Warszawa,Nowa,75,107
Bartek,Nowak,Bydgoszcz,Stara,40,91
Kamil,Jakios,Chelmno,Nowsza,6,68
Amelia,Nijak,Plonsk,Starsza,5,36
Bartek,Jakios,Plonsk,Stara,18,38
Bartek,Nowak,Bydgoszcz,Stara,42,132
Kamil,Jakios,Chelmno,Nowsza,33,136
Amelia,Nijak,Plonsk,Starsza,94,6
Amelia,Nijak,Warszawa,Nowsza,29,54
Amelia,Jakios,Chelmno,Starsza,56,121
Jan,Abac,Warszawa,Nowa,67,100
Bartek,Nowak,Bydgoszcz,Stara,86,6
Kamil,Jakios,Chelmno,Nowsza,71,63
Amelia,Nijak,Plonsk,Starsza,90,48
Bartek,Jakios,Chelmno,Stara,9,133
Bartek,Nowak,Bydgoszcz,Stara,95,113
Kamil,Jakios,Chelmno,Nowsza,98,64
Amelia,Nijak,Plonsk,Starsza,77,127
Jan,Nowak,Plonsk,Nowa,13,147
Jan,Nijak,Plonsk,Starsza,84,33
Jan,Abac,Warszawa,Nowa,26,10
Bartek,Nowak,Bydgoszcz,Stara,44,11
Kamil,Jakios,Chelmno,Nowsza,80,56
Amelia,Nijak,Plonsk,Starsza,30,147
Kamil,Nijak,Warszawa,Nowa,84,51
Bartek,Nowak,Bydgoszcz,Stara,64,104
Kamil,Jakios,Chelmno,Nowsza,87,111
Amelia,Nijak,Plonsk,Starsza,3,33
Jan,Jakios,Plonsk,Nowa,12,146
Bartek,Jakios,Warszawa,Stara,59,124
Jan,Abac,Warszawa,Nowa,38,75
Bartek,Nowak,Bydgoszcz,Stara,24,42
Kamil,Jakios,Chelmno,Nowsza,25,148
Amelia,Nijak,Plonsk,Starsza,29,86
Jan,Jakios,Bydgoszcz,Stara,22,70
Bartek,Nowak,Bydgoszcz,Stara,76,128
Kamil,Jakios,Chelmno,Nowsza,16,100
Amelia,Nijak,Plonsk,Starsza,29,5
Bartek,Nowak,Plonsk,Nowsza,74,111
Bartek,Nijak,Plonsk,Starsza,45,9
Jan,Abac,Warszawa,Nowa,91,128
Bartek,Nowak,Bydgoszcz,Stara,73,39
Kamil,Jakios,Chelmno,Nowsza,6,118
Amelia,Nijak,Plonsk,Starsza,13,141
Jan,Nijak,Bydgoszcz,Nowsza,40,132
Bartek,Nowak,Bydgoszcz,Stara,82,29
Kamil,Jakios,Chelmno,Nowsza,29,106
Amelia,Nijak,Plonsk,Starsza,29,40
Kamil,Abac,Plonsk,Nowa,25,33
Amelia,Nowak,Bydgoszcz,Nowa,27,77
Jan,Abac,Warszawa,Nowa,92,50
Bartek,Nowak,Bydgoszcz,Stara,34,5
Kamil,Jakios,Chelmno,Nowsza,67,83
Amelia,Nijak,Plonsk,Starsza,31,9
Jan,Nowak,Bydgoszcz,Nowsza,78,131
Bartek,Nowak,Bydgoszcz,Stara,66,43
Kamil,Jakios,Chelmno,Nowsza,60,78
Amelia,Nijak,Plonsk,Starsza,58,87
Amelia,Jakios,Warszawa,Nowa,45,3
Amelia,Nijak,Warszawa,Nowa,5,127
Jan,Abac,Warszawa,Nowa,43,67
Bartek,Nowak,Bydgoszcz,Stara,36,42
Kamil,Jakios,Chelmno,Nowsza,4,94
Amelia,Nijak,Plonsk,Starsza,76,103
Amelia,Jakios,Warszawa,Starsza,11,109
Bartek,Nowak,Bydgoszcz,Stara,46,66
Kamil,Jakios,Chelmno,Nowsza,96,97
Amelia,Nijak,Plonsk,Starsza,88,72
Jan,Nijak,Plonsk,Starsza,100,36
Bartek,Jakios,Warszawa,Nowa,48,56
Jan,Abac,Warszawa,Nowa,87,64
Bartek,Nowak,Bydgoszcz,Stara,61,4
Kamil,Jakios,Chelmno,Nowsza,47,139
Amelia,Nijak,Plonsk,Starsza,35,146
Jan,Nijak,Plonsk,Nowsza,25,120
Bartek,Nowak,Bydgoszcz,Stara,78,18
Kamil,Jakios,Chelmno,Nowsza,93,99
Amelia,Nijak,Plonsk,Starsza,93,26
Amelia,Nijak,Bydgoszcz,Nowsza,96,127
Bartek,Jakios,Bydgoszcz,Nowsza,39,88
Jan,Abac,Warszawa,Nowa,32,5
Bartek,Nowak,Bydgoszcz,Stara,11,27
Kamil,Jakios,Chelmno,Nowsza,47,82
Amelia,Nijak,Plonsk,Starsza,5,10
Amelia,Nijak,Bydgoszcz,Stara,96,26
Bartek,Nowak,Bydgoszcz,Stara,16,134
Kamil,Jakios,Chelmno,Nowsza,63,6
Amelia,Nijak,Plonsk,Starsza,12,117
Jan,Nowak,Plonsk,Stara,1,48
Amelia,Jakios,Chelmno,Nowa,2,14
Jan,Abac,Warszawa,Nowa,19,149
Bartek,Nowak,Bydgoszcz,Stara,48,64
Kamil,Jakios,Chelmno,Nowsza,95,62
Amelia,Nijak,Plonsk,Starsza,90,101
Amelia,Nowak,Plonsk,Nowsza,14,121
Bartek,Nowak,Bydgoszcz,Stara,12,27
Kamil,Jakios,Chelmno,Nowsza,90,111
Amelia,Nijak,Plonsk,Starsza,48,34
Kamil,Nijak,Chelmno,Nowa,55,90
Jan,Abac,Bydgoszcz,Stara,30,142
Jan,Abac,Warszawa,Nowa,4,72
Bartek,Nowak,Bydgoszcz,Stara,40,130
Kamil,Jakios,Chelmno,Nowsza,89,32
Amelia,Nijak,Plonsk,Starsza,8,149
Jan,Abac,Warszawa,Stara,20,125
Bartek,Nowak,Bydgoszcz,Stara,49,24
Kamil,Jakios,Chelmno,Nowsza,75,91
Amelia,Nijak,Plonsk,Starsza,36,81
Amelia,Abac,Chelmno,Nowsza,98,54
Jan,Nowak,Bydgoszcz,Nowsza,22,124
Jan,Abac,Warszawa,Nowa,99,45
Bartek,Nowak,Bydgoszcz,Stara,78,49
Kamil,Jakios,Chelmno,Nowsza,41,65
Amelia,Nijak,Plonsk,Starsza,27,95
Kamil,Abac,Plonsk,Stara,12,89
Bartek,Nowak,Bydgoszcz,Stara,88,28
Kamil,Jakios,Chelmno,Nowsza,92,52
Amelia,Nijak,Plonsk,Starsza,10,64
Bartek,Nijak,Bydgoszcz,Starsza,4,134
Jan,Jakios,Bydgoszcz,Nowsza,81,119
Jan,Abac,Warszawa,Nowa,32,43
Bartek,Nowak,Bydgoszcz,Stara,62,49
Kamil,Jakios,Chelmno,Nowsza,69,98
Amelia,Nijak,Plonsk,Starsza,69,118
